Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Lcore 3,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
681298,681298,0,,674040,674040,0,,662134,662134,0,,603854,603854,0,,2621326,2621326,0,671059456,671058432,302823,0,0,0,
680519,680519,0,,673794,673792,0,,662073,662072,0,,603607,603607,0,,2619993,2619990,0,670718208,670717952,301210,0,0,0,
680170,680170,0,,673947,673949,0,,662668,662668,0,,602761,602761,0,,2619546,2619548,0,670603776,670603008,305310,0,0,0,
680727,680727,0,,674645,674645,0,,661750,661751,0,,603017,603017,0,,2620139,2620140,0,670763776,670762496,302462,0,0,0,
680797,680797,0,,673774,673774,0,,661709,661709,0,,603641,603641,0,,2619921,2619921,0,670691584,670694656,301971,0,0,0,
680139,680139,0,,675009,675009,0,,661847,661847,0,,602487,602485,0,,2619482,2619480,0,670587392,670588672,306543,0,0,0,
680784,680784,0,,674455,674455,0,,661078,661077,0,,603864,603866,0,,2620181,2620182,0,670766336,670764032,302548,0,0,0,
680418,680418,0,,674228,674226,0,,661991,661992,0,,602804,602802,0,,2619441,2619438,0,670576896,670572032,301904,0,0,0,
680658,680658,0,,674416,674417,0,,660955,660955,0,,603683,603685,0,,2619712,2619715,0,670646272,670653440,304657,0,0,0,
680572,680572,0,,673966,673964,0,,662607,662607,0,,602708,602708,0,,2619853,2619851,0,670682368,670678272,304151,0,0,0,
680374,680374,0,,675124,675127,0,,661439,661439,0,,602663,602663,0,,2619600,2619603,0,670625792,670626560,302652,0,0,0,
681000,681000,0,,673970,673970,0,,662282,662279,0,,603796,603796,0,,2621048,2621045,0,670980096,670983936,301441,0,0,0,
681059,681059,0,,674168,674167,0,,661822,661825,0,,601901,601901,0,,2618950,2618952,0,670451200,670449152,304762,0,0,0,
253322,253322,0,,251019,250988,0,,246509,246477,0,,225376,225344,0,,976226,976131,0,249913856,249884416,107483,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
276234,276234,0,,262731,262763,0,,271192,271223,0,,259154,259154,0,,1069311,1069374,0,273743616,273768448,45105,0,0,0,
686020,686020,0,,666113,666110,0,,666772,666770,0,,607753,607785,0,,2626658,2626685,0,672424448,672423424,199146,0,0,0,
686552,686552,0,,663317,663320,0,,668416,668419,0,,608981,608981,0,,2627266,2627272,0,672580096,672591616,204867,0,0,0,
683791,683791,0,,666187,666170,0,,665515,665515,0,,606938,606938,0,,2622431,2622414,0,671346176,671330048,208034,0,0,0,
685907,685907,0,,663873,663890,0,,667059,667058,0,,608804,608804,0,,2625643,2625659,0,672160768,672171520,205356,0,0,0,
684998,684998,0,,664425,664425,0,,666968,666967,0,,608298,608298,0,,2624689,2624688,0,671920384,671919360,204628,0,0,0,
684571,684571,0,,664966,664963,0,,667443,667445,0,,608612,608612,0,,2625592,2625591,0,672151552,672152832,201271,0,0,0,
684879,684879,0,,663669,663670,0,,668394,668394,0,,609409,609408,0,,2626351,2626351,0,672345856,672344064,205827,0,0,0,
684462,684462,0,,666043,666045,0,,666807,666807,0,,607523,607524,0,,2624835,2624838,0,671957760,671961344,204415,0,0,0,
686653,686653,0,,663710,663710,0,,668386,668386,0,,609395,609392,0,,2628144,2628141,0,672804864,672802816,204972,0,0,0,
685387,685387,0,,665096,665096,0,,667715,667683,0,,608320,608322,0,,2626518,2626488,0,672388608,672390144,202557,0,0,0,
685312,685312,0,,664361,664359,0,,668408,668440,0,,608376,608377,0,,2626457,2626488,0,672372992,672372224,204495,0,0,0,
685134,685134,0,,664498,664500,0,,666344,666344,0,,608108,608108,0,,2624084,2624086,0,671765504,671775488,205004,0,0,0,
684854,684854,0,,665161,665161,0,,666060,666058,0,,608642,608641,0,,2624717,2624714,0,671927552,671919104,202076,0,0,0,
685809,685809,0,,663708,663708,0,,667612,667614,0,,608686,608687,0,,2625815,2625818,0,672208640,672211200,206560,0,0,0,
684350,684350,0,,665778,665778,0,,666598,666598,0,,608182,608179,0,,2624908,2624905,0,671984640,671975680,205369,0,0,0,
686649,686649,0,,663739,663739,0,,667790,667790,0,,608351,608354,0,,2626529,2626532,0,672383232,672387840,205876,0,0,0,
437862,437862,0,,421137,421105,0,,426802,426770,0,,389964,389932,0,,1675765,1675669,0,428995840,428965376,124433,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
108214,108214,0,,99648,99648,0,,106934,106960,0,,120088,120120,0,,434884,434942,0,111336960,111345664,0,0,0,0,
693179,693179,0,,655039,655071,0,,672044,672047,0,,676432,676432,0,,2696694,2696729,0,690347008,690367488,70855,0,0,0,
695845,695845,0,,650594,650594,0,,673779,673781,0,,625117,625117,0,,2645335,2645337,0,677205760,677206016,134124,0,0,0,
691573,691573,0,,655087,655057,0,,672979,672980,0,,614723,614691,0,,2634362,2634301,0,674397184,674393600,145529,0,0,0,
696229,696229,0,,651002,651032,0,,674845,674845,0,,618274,618306,0,,2640350,2640412,0,675929088,675935744,140816,0,0,0,
691231,691231,0,,654352,654332,0,,672906,672906,0,,614335,614335,0,,2632824,2632804,0,674002944,673995008,147058,0,0,0,
692343,692343,0,,652054,652074,0,,674302,674302,0,,615259,615258,0,,2633958,2633977,0,674293248,674301696,148237,0,0,0,
691381,691381,0,,653893,653890,0,,672963,672962,0,,614675,614676,0,,2632912,2632909,0,674032896,674025216,146252,0,0,0,
692501,692501,0,,652365,652368,0,,673832,673832,0,,615402,615402,0,,2634100,2634103,0,674322176,674325504,147525,0,0,0,
691593,691593,0,,653225,653205,0,,673233,673234,0,,614615,614615,0,,2632666,2632647,0,673962496,673960448,147588,0,0,0,
691297,691297,0,,653093,653113,0,,672857,672856,0,,613697,613697,0,,2630944,2630963,0,673521664,673524480,148387,0,0,0,
691510,691510,0,,652797,652797,0,,674354,674354,0,,615137,615135,0,,2633798,2633796,0,674252288,674246912,147191,0,0,0,
691542,691542,0,,653476,653476,0,,674421,674422,0,,614754,614756,0,,2634193,2634196,0,674353408,674358784,147527,0,0,0,
