Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Lcore 3,,,,Lcore 4,,,,Lcore 5,,,,Lcore 6,,,,Lcore 7,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
3195953,3212297,16344,,2842769,2842770,0,,3119678,3119665,0,,3147208,3147413,212,,3046418,3046414,0,,3023378,3023376,0,,2941759,2941759,0,,3542486,3579610,37093,,24859649,24913304,53649,4773051456,4783346688,84838,0,0,0,
3203881,3219717,15836,,2840612,2840607,0,,3114655,3114676,0,,3142105,3142157,46,,3048207,3048211,0,,3029906,3029905,0,,2940706,2940695,0,,3542052,3579319,37291,,24862124,24915287,53173,4773522816,4783733952,82760,0,0,0,
3192927,3208749,15822,,2841752,2841762,0,,3117353,3117340,0,,3148812,3148925,115,,3048585,3048581,0,,3030784,3030814,0,,2942704,2942715,0,,3541464,3577760,36271,,24864381,24916646,52208,4773961152,4783996992,80419,0,0,0,
3201950,3218809,16859,,2842816,2842806,0,,3118300,3118297,0,,3142500,3142599,104,,3049061,3049059,0,,3024291,3024291,0,,2940283,2940277,0,,3542272,3578875,36635,,24861473,24915013,53598,4773401088,4783688640,82473,0,0,0,
3153750,3168841,15091,,2805523,2805523,0,,3075274,3075269,0,,3105266,3105365,99,,3008324,3008323,0,,2987183,2987151,0,,2901606,2901599,0,,3493883,3529150,35267,,24530809,24581221,50457,4709908608,4719584256,80384,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
3277181,3416620,139439,,3045907,3045907,0,,3300811,3341048,40217,,3283829,3344211,60350,,3243999,3265000,21001,,3171228,3241838,70610,,3153240,3153253,0,,3392011,3813569,421526,,25868206,26621446,753143,4966700352,5111323392,170842,0,0,0,
3382445,3526940,144495,,3143229,3143233,0,,3408243,3447070,38843,,3388634,3449441,60809,,3347732,3370682,22944,,3271707,3342869,71130,,3253132,3253134,0,,3500377,3932277,431902,,26695499,27465646,770123,5125548096,5273408832,177752,0,0,0,
3381755,3526197,144442,,3143835,3143835,0,,3409549,3448345,38800,,3387695,3448932,61267,,3348875,3371110,22241,,3270123,3336527,66404,,3252768,3252765,0,,3500884,3931951,431088,,26695484,27459662,764242,5125526400,5272249728,185205,0,0,0,
3383364,3526508,143144,,3143633,3143632,0,,3407952,3447101,39145,,3387675,3448292,60587,,3348452,3371598,23146,,3270986,3344066,73080,,3251898,3251914,0,,3502409,3931055,428623,,26696369,27464166,767725,5125693632,5273124480,178933,0,0,0,
3382395,3526322,143927,,3143250,3143249,0,,3407010,3446893,39880,,3387226,3448319,61091,,3349932,3372833,22899,,3271547,3344836,73312,,3252325,3252297,0,,3500630,3932219,431618,,26694315,27466968,772727,5125318656,5273654208,177781,0,0,0,
3383691,3526258,142567,,3142129,3142127,0,,3407460,3447016,39557,,3387187,3447496,60313,,3348612,3371152,22530,,3271458,3344728,73270,,3252965,3252968,0,,3501396,3932566,431141,,26694898,27464311,769378,5125415616,5273154432,180310,0,0,0,
3382743,3526463,143720,,3142399,3142429,0,,3407598,3446339,38716,,3387950,3449660,61726,,3348131,3370541,22422,,3272073,3346182,74118,,3253137,3253151,0,,3500837,3930989,430152,,26694868,27465754,770854,5125413888,5273423232,177996,0,0,0,
3383616,3526495,142879,,3142878,3142879,0,,3407237,3445868,38630,,3387176,3448732,61562,,3348262,3370590,22328,,3271501,3344523,72995,,3252860,3252844,0,,3500695,3932291,431628,,26694225,27464222,770022,5125290240,5273130048,179291,0,0,0,
3381888,3525229,143341,,3142988,3142959,0,,3407287,3446087,38803,,3387042,3449254,62214,,3348240,3371360,23116,,3272298,3345903,73619,,3252646,3252653,0,,3501133,3930980,429843,,26693522,27464425,770936,5125160640,5273168640,180370,0,0,0,
3381493,3523048,141555,,3142529,3142527,0,,3408296,3446778,38497,,3388673,3449924,61255,,3348866,3371595,22723,,3272094,3344308,72227,,3253317,3253320,0,,3500279,3932316,432009,,26695547,27463816,768266,5125544064,5273048832,180763,0,0,0,
3382144,3522296,140152,,3143902,3143916,0,,3407930,3446317,38369,,3388960,3449755,60795,,3350267,3372799,22539,,3271461,3343715,72254,,3253342,3253363,0,,3500925,3930524,429599,,26698931,27462685,763708,5126199552,5272837248,180686,0,0,0,
3382491,3523283,140792,,3143182,3143200,0,,3408037,3447030,39021,,3387658,3449940,62266,,3349379,3372058,22677,,3272598,3346176,73577,,3252563,3252543,0,,3500782,3932361,431603,,26696690,27466591,769936,5125764864,5273583168,178820,0,0,0,
3382231,3523501,141270,,3142021,3141989,0,,3408782,3447454,38675,,3388293,3448875,60598,,3348236,3370274,22011,,3273538,3344839,71285,,3253434,3253432,0,,3501131,3932129,430974,,26697666,27462493,764813,5125942848,5272798848,180803,0,0,0,
3381500,3523839,142339,,3143067,3143075,0,,3408417,3447601,39181,,3388547,3449746,61198,,3347542,3370269,22727,,3271727,3344083,72373,,3252738,3252731,0,,3500281,3931458,431203,,26693819,27462802,769021,5125217088,5272865472,181331,0,0,0,
3380980,3524125,143145,,3142928,3142934,0,,3407817,3446626,38813,,3388270,3449395,61126,,3347704,3370532,22842,,3271184,3342820,71604,,3252989,3252987,0,,3501519,3930859,429314,,26693391,27460278,766844,5125136064,5272368192,182885,0,0,0,
3380437,3524761,144324,,3143929,3143915,0,,3408484,3447521,39037,,3388199,3449945,61741,,3348643,3371037,22412,,3271238,3342537,71299,,3253415,3253415,0,,3500095,3932887,432792,,26694440,27466018,771605,5125320768,5273474688,178292,0,0,0,
3380782,3525369,144587,,3143979,3143994,0,,3408923,3447902,38973,,3387901,3448272,60344,,3348847,3371609,22762,,3270641,3344134,73525,,3252051,3252051,0,,3501458,3932041,430584,,26694582,27465372,770775,5125374528,5273346624,178690,0,0,0,
3382792,3527267,144475,,3143355,3143355,0,,3407798,3446822,39009,,3388091,3447702,59611,,3349715,3372281,22566,,3271618,3344188,72570,,3252044,3252043,0,,3500848,3932177,431339,,26696261,27465835,769570,5125677504,5273439360,178302,0,0,0,
3381899,3526413,144514,,3142614,3142599,0,,3407748,3446595,38868,,3386279,3448230,61951,,3348456,3371644,23188,,3271613,3345722,74077,,3252847,3252866,0,,3501065,3932460,431398,,26692521,27466529,773996,5124964992,5273585856,177950,0,0,0,
3382513,3525902,143389,,3141890,3141896,0,,3408132,3446834,38670,,3387294,3448357,61093,,3347994,3370576,22581,,3272554,3345503,72964,,3252516,3252500,0,,3500582,3930788,430194,,26693475,27462356,768891,5125153728,5272769088,181881,0,0,0,
3381527,3524559,143032,,3143309,3143306,0,,3407579,3445936,38385,,3387866,3448310,60445,,3347964,3370472,22505,,3271665,3344884,73226,,3253260,3253266,0,,3500373,3932962,432587,,26693543,27463695,770180,5125148160,5273026560,180059,0,0,0,
3382231,3525854,143623,,3143256,3143255,0,,3407584,3445918,38331,,3388328,3448647,60308,,3347475,3370667,23195,,3272680,3341425,68753,,3252509,3252500,0,,3500797,3932602,431808,,26694860,27460868,766018,5125416000,5272485312,182972,0,0,0,
3382306,3524501,142195,,3142279,3142277,0,,3407957,3446552,38602,,3388430,3449151,60733,,3348625,3371409,22785,,3272153,3343252,71079,,3253063,3253068,0,,3500633,3931813,431177,,26695446,27462023,766571,5125526208,5272709184,182854,0,0,0,
3381560,3522642,141082,,3143127,3143141,0,,3408414,3446896,38452,,3388956,3450062,61102,,3349122,3372219,23088,,3272747,3344641,71884,,3253831,3253836,0,,3500617,3931961,431347,,26698374,27465398,766955,5126084160,5273354496,177013,0,0,0,
3382925,3525005,142080,,3143896,3143882,0,,3408367,3447027,38682,,3387485,3450067,62579,,3349311,3372620,23314,,3271559,3344060,72533,,3252594,3252599,0,,3500981,3932046,431094,,26697118,27467306,770282,5125847808,5273730048,178581,0,0,0,
3382279,3522841,140562,,3141718,3141719,0,,3407804,3446867,39067,,3388756,3449235,60483,,3348560,3371008,22422,,3273838,3339618,65780,,3253178,3253169,0,,3501206,3931772,430559,,26697339,27456229,758873,5125890624,5271597120,187151,0,0,0,
3381965,3524733,142768,,3143016,3143017,0,,3408703,3447353,38654,,3389549,3449530,59984,,3347469,3370124,22685,,3272022,3345087,73061,,3253430,3253428,0,,3500823,3933095,432251,,26696977,27466367,769403,5125818240,5273534016,178736,0,0,0,
3381097,3524146,143049,,3143266,3143296,0,,3408929,3447127,38168,,3387543,3449171,61626,,3347240,3369969,22728,,3272085,3342588,70476,,3252640,3252636,0,,3501295,3932585,431286,,26694095,27461518,767333,5125265280,5272610880,180879,0,0,0,
3380959,3525734,144775,,3143564,3143532,0,,3408112,3447151,39064,,3388569,3448968,60372,,3348117,3371023,22907,,3271301,3341346,70076,,3253170,3253170,0,,3501335,3932545,431210,,26695127,27463469,768404,5125464192,5272995456,181357,0,0,0,
3381257,3524325,143068,,3143988,3143989,0,,3409093,3448064,38966,,3388233,3449709,61473,,3348817,3371250,22433,,3270199,3342673,72455,,3252513,3252545,0,,3501446,3931459,430027,,26695546,27464014,768422,5125547904,5273080704,179640,0,0,0,
3383077,3526723,143646,,3143288,3143319,0,,3408774,3447235,38449,,3388141,3447430,59292,,3349281,3371812,22530,,3270775,3337954,67198,,3251886,3251854,0,,3501706,3932786,431066,,26696928,27459113,762181,5125815936,5272157184,184392,0,0,0,
3381689,3525633,143944,,3142801,3142776,0,,3407514,3446627,39103,,3386836,3448051,61215,,3349916,3372347,22426,,3271349,3344314,72965,,3252538,3252538,0,,3500645,3929616,429003,,26693288,27461902,768656,5125099392,5272688640,182595,0,0,0,
3383671,3526695,143024,,3141959,3141952,0,,3408298,3447060,38794,,3387776,3448615,60858,,3348121,3370584,22437,,3272736,3337563,64804,,3252586,3252586,0,,3500872,3932020,431141,,26696019,27457075,761058,5125645440,5271757056,187477,0,0,0,
3381794,3526122,144328,,3142661,3142661,0,,3408061,3445939,37849,,3386816,3448260,61454,,3347518,3370399,22881,,3270802,3345262,74477,,3253637,3253641,0,,3499767,3932283,432493,,26691056,27464567,773482,5124674880,5273188992,178283,0,0,0,
3382206,3526267,144061,,3143069,3143073,0,,3406745,3445815,39067,,3387832,3448643,60807,,3347677,3370677,23016,,3272957,3346050,73099,,3252280,3252308,0,,3501583,3930382,428800,,26694349,27463215,768850,5125320576,5272939584,181071,0,0,0,
3381369,3523485,142116,,3142866,3142864,0,,3406890,3446277,39387,,3388442,3448667,60226,,3348623,3371344,22729,,3272903,3344388,71485,,3253255,3253223,0,,3501850,3932241,430388,,26696198,27462489,766331,5125661568,5272797696,182115,0,0,0,
3382231,3522945,140714,,3143079,3143083,0,,3407323,3446874,39581,,3388724,3450631,61910,,3348639,3371976,23341,,3271627,3344828,73192,,3253251,3253259,0,,3500482,3931943,431461,,26695356,27465539,770199,5125512000,5273380032,177801,0,0,0,
3380545,3521341,140796,,3143824,3143818,0,,3407413,3446431,39017,,3388805,3449399,60590,,3350180,3373036,22857,,3272432,3342973,70550,,3252977,3252970,0,,3500873,3930653,429782,,26697049,27460621,763592,5125833024,5272444224,183952,0,0,0,
3383333,3524515,141182,,3142547,3142579,0,,3408790,3447323,38528,,3388139,3448792,60626,,3348377,3371464,23088,,3272918,3345312,72392,,3252879,3252878,0,,3501653,3933386,431751,,26698636,27466249,767567,5126144640,5273524800,178256,0,0,0,
3380683,3522937,142254,,3142253,3142221,0,,3408280,3447172,38871,,3388612,3449394,60812,,3347754,3370160,22390,,3272489,3345217,72730,,3253402,3253415,0,,3501564,3931025,429446,,26695037,27461541,766503,5125447296,5272604736,182652,0,0,0,
3382079,3524086,142007,,3143310,3143341,0,,3408137,3447181,39070,,3388169,3449970,61802,,3347362,3370256,22912,,3271806,3345571,73765,,3252843,3252830,0,,3500331,3931778,431444,,26694037,27465013,771000,5125251456,5273288640,179170,0,0,0,
3380785,3524575,143790,,3143287,3143288,0,,3408366,3446745,38369,,3388810,3449251,60439,,3347175,3370615,23408,,3271589,3341676,70055,,3252969,3252980,0,,3501697,3931461,429764,,26694678,27460591,765825,5125392000,5272429440,182188,0,0,0,
3380968,3525380,144412,,3143811,3143779,0,,3409224,3448263,39051,,3388447,3448976,60529,,3348120,3370946,22854,,3271190,3342905,71716,,3252962,3252982,0,,3500487,3931885,431398,,26695209,27465116,769960,5125467264,5273304384,179690,0,0,0,
3380551,3524118,143567,,3143693,3143693,0,,3408239,3447266,39027,,3388401,3447979,59548,,3349022,3371484,22462,,3271562,3342741,71181,,3251813,3251795,0,,3502370,3932441,430069,,26695651,27461517,765854,5125560192,5272612416,181816,0,0,0,
3382211,3525776,143565,,3143332,3143340,0,,3407721,3447027,39300,,3386714,3448319,61605,,3350521,3372829,22303,,3270748,3344726,74007,,3252380,3252382,0,,3500382,3932256,431906,,26694009,27466655,772686,5125257984,5273602368,177725,0,0,0,
3384016,3526808,142792,,3142369,3142361,0,,3408537,3446969,38439,,3386644,3448123,61481,,3348686,3371244,22562,,3271879,3343652,71766,,3252796,3252808,0,,3501043,3929599,428556,,26695970,27461564,765596,5125619712,5272618176,183057,0,0,0,
3384203,3527983,143780,,3142295,3142310,0,,3407704,3446442,38738,,3387828,3448917,61119,,3347869,3370563,22699,,3272098,3345628,73521,,3253105,3253086,0,,3501233,3931358,430125,,26696335,27466287,769982,5125699200,5273528064,177867,0,0,0,
3383569,3527085,143516,,3142884,3142899,0,,3407411,3445812,38369,,3387515,3449774,62229,,3347470,3370480,23010,,3272097,3344777,72696,,3252810,3252802,0,,3500146,3932384,432206,,26693902,27466013,772026,5125238400,5273475456,177306,0,0,0,
3382567,3524909,142342,,3143099,3143101,0,,3407057,3446224,39167,,3387562,3448042,60504,,3348461,3371361,22900,,3271642,3344328,72686,,3252608,3252640,0,,3501098,3931548,430481,,26694094,27462153,768080,5125251264,5272725120,182212,0,0,0,
3382361,3524190,141829,,3142182,3142151,0,,3407613,3446811,39210,,3388913,3450461,61525,,3348191,3371552,23361,,3271565,3343359,71789,,3253300,3253272,0,,3500398,3930892,430463,,26694523,27462688,768177,5125356096,5272836288,182455,0,0,0,
3382089,3522266,140177,,3143815,3143816,0,,3407500,3446224,38712,,3388624,3449026,60414,,3350421,3372723,22302,,3271336,3344157,72825,,3253641,3253667,0,,3501210,3930876,429666,,26698636,27462755,764096,5126132928,5272850880,179684,0,0,0,
3382753,3524355,141602,,3143455,3143484,0,,3408417,3447125,38708,,3388135,3448593,60443,,3349294,3372262,22948,,3272983,3344563,71581,,3252231,3252201,0,,3499780,3932571,432813,,26697048,27465154,768095,5125840128,5273309760,180578,0,0,0,
3382348,3523608,141260,,3142057,3142041,0,,3409102,3447335,38257,,3388384,3449174,60790,,3348330,3370596,22278,,3272815,3345403,72588,,3253570,3253584,0,,3500733,3930799,430060,,26697339,27462540,765233,5125886784,5272801344,181415,0,0,0,
3381709,3525427,143718,,3142767,3142752,0,,3409044,3447388,38347,,3388410,3450680,62292,,3347026,3370133,23085,,3272038,3343487,71417,,3252941,3252948,0,,3500349,3930807,430472,,26694284,27463622,769331,5125300800,5273020992,180271,0,0,0,
3381043,3524077,143034,,3143033,3143040,0,,3407949,3446665,38714,,3388382,3449076,60695,,3347408,3370430,23043,,3271475,3342278,70803,,3252921,3252914,0,,3501352,3929760,428379,,26693563,27458240,764668,5125164864,5271982656,184432,0,0,0,
3381846,3525373,143527,,3143849,3143842,0,,3408562,3447520,38961,,3387872,3449809,61942,,3348357,3371254,22874,,3271293,3343423,72130,,3253341,3253327,0,,3500605,3932326,431752,,26695725,27466874,771186,5125579776,5273654016,177190,0,0,0,
3382403,3525802,143399,,3144054,3144063,0,,3409107,3448013,38910,,3387959,3448043,60056,,3348493,3371264,22803,,3270041,3343586,73548,,3252123,3252133,0,,3500359,3932093,431702,,26694539,27464997,770418,5125349760,5273260800,179945,0,0,0,
3383146,3525604,142458,,3143400,3143397,0,,3408245,3446835,38590,,3387825,3448038,60215,,3349162,3372083,22921,,3271308,3343471,72183,,3251969,3251991,0,,3500808,3932342,431535,,26695863,27463761,767902,5125609344,5273051520,179995,0,0,0,
3382852,3526721,143869,,3142637,3142631,0,,3407724,3446516,38779,,3386468,3448548,62078,,3348970,3371784,22814,,3272714,3345406,72696,,3252907,3252877,0,,3500428,3932611,432214,,26694700,27467094,772450,5125374720,5273674176,177293,0,0,0,
3383025,3527008,143983,,3141843,3141843,0,,3408735,3447112,38359,,3387805,3448747,60971,,3347770,3370649,22874,,3272279,3344609,72329,,3252522,3252550,0,,3499845,3932129,432255,,26693824,27464647,770771,5125211712,5273210880,179699,0,0,0,
3382752,3527017,144265,,3143162,3143167,0,,3407908,3445820,37943,,3387253,3448544,61282,,3347941,3370573,22637,,3271635,3345773,74143,,3253261,3253231,0,,3500974,3929786,428809,,26694886,27463911,769079,5125418496,5273083392,179267,0,0,0,
3384442,3526795,142353,,3143236,3143246,0,,3406882,3445842,38947,,3388617,3449524,60914,,3348911,3371132,22218,,3272235,3344678,72436,,3252389,3252397,0,,3500962,3930153,429191,,26697674,27463767,766059,5125962816,5273036736,180405,0,0,0,
2176731,2265594,88863,,2024748,2024733,0,,2195672,2221644,25985,,2185371,2225774,40408,,2158692,2172642,13953,,2111453,2158468,47023,,2097770,2097762,0,,2256808,2534203,277427,,17207245,17700820,493659,3303777984,3398548992,114608,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
1072705,1148471,75766,,1028876,1029025,149,,1079589,1130524,50903,,1083924,1122476,38521,,1068987,1101865,32848,,1049942,1086688,36725,,1062477,1064177,1668,,1083598,1274312,190682,,8530098,8957538,427262,1637792640,1719852672,91811,0,0,0,
3441505,3671659,230154,,3298749,3298753,0,,3463610,3614398,150820,,3481188,3604036,122875,,3436279,3539178,102929,,3374823,3492537,117735,,3414085,3414413,360,,3476420,4082711,606291,,27386659,28717685,1331164,5258226432,5513798208,291584,0,0,0,
3440199,3669050,228851,,3297814,3297812,0,,3465194,3618932,153728,,3480043,3602887,122838,,3434817,3535394,100545,,3374875,3490075,115168,,3414305,3414496,178,,3476286,4082441,606155,,27383533,28711087,1327463,5257651776,5512527936,297686,0,0,0,
3442781,3674961,232180,,3297891,3297899,0,,3466378,3617440,151040,,3480127,3598088,117971,,3435083,3538128,103045,,3371817,3490443,118629,,3411968,3412168,211,,3477214,4083079,605865,,27383259,28712206,1328941,5257579968,5512739712,296724,0,0,0,
3441398,3670902,229504,,3298815,3298837,0,,3463954,3615198,151263,,3481080,3603649,122568,,3436145,3539987,103874,,3375518,3494136,118646,,3413395,3413571,178,,3475958,4082333,606375,,27386263,28718613,1332408,5258160192,5513971008,291412,0,0,0,
3441261,3669923,228662,,3298865,3298844,0,,3466686,3619473,152792,,3481580,3602439,120828,,3432951,3534699,101743,,3374298,3488594,114297,,3414138,3414294,124,,3476488,4082498,606042,,27386267,28710764,1324488,5258165184,5512483776,298666,0,0,0,
3442305,3674924,232619,,3297207,3297228,0,,3466259,3615782,149499,,3479569,3598844,119275,,3434893,3537961,103066,,3373458,3489997,116539,,3412209,3412333,150,,3476603,4081390,604755,,27382503,28708459,1325903,5257443264,5512015488,299331,0,0,0,
3442571,3670104,227533,,3297693,3297693,0,,3463922,3616114,152224,,3480922,3602496,121595,,3437521,3540249,102703,,3375670,3494656,118977,,3414203,3414280,83,,3476342,4083371,607030,,27388844,28718963,1330145,5258655552,5514037248,291925,0,0,0,
3440056,3668994,228938,,3300101,3300070,0,,3466809,3619420,152609,,3481443,3602975,121511,,3433872,3535153,101313,,3372487,3486064,113556,,3412683,3413049,358,,3476420,4083746,607325,,27383871,28709471,1325610,5257697280,5512223040,297966,0,0,0,
3443685,3677079,233394,,3297322,3297324,0,,3465610,3615024,149409,,3479074,3598751,119678,,3436257,3538137,101864,,3373471,3489306,115858,,3412521,3412640,117,,3476846,4083192,606346,,27384786,28711453,1326666,5257890624,5512591296,299018,0,0,0,
3441365,3668644,227279,,3297087,3297084,0,,3464084,3617155,153065,,3482211,3602894,120711,,3437991,3539074,101095,,3376210,3495502,119287,,3415009,3415193,194,,3476619,4084209,607622,,27390576,28719755,1329253,5258982912,5514197376,289487,0,0,0,
3441000,3672281,231281,,3300631,3300635,0,,3466610,3619322,152725,,3481381,3600035,118625,,3434808,3537336,102532,,3371332,3484276,112956,,3411966,3412240,242,,3476505,4082776,606257,,27384233,28708901,1324618,5257772544,5512109760,300391,0,0,0,
3442177,3673830,231653,,3296221,3296226,0,,3464753,3614510,149725,,3478935,3600312,121404,,3433304,3536517,103212,,3374506,3493918,119406,,3413672,3413715,65,,3476121,4083851,607713,,27379689,28712879,1333178,5256907584,5512876032,294868,0,0,0,
3441796,3667571,225775,,3297941,3297935,0,,3464805,3618095,153309,,3482040,3602801,120758,,3437310,3538640,101300,,3375664,3494070,118380,,3414169,3414274,115,,3476762,4083815,607084,,27390487,28717201,1326721,5258971776,5513697024,293566,0,0,0,
3440485,3671873,231388,,3300084,3300081,0,,3465458,3618416,152940,,3481318,3600353,119013,,3434829,3538260,103462,,3371575,3486805,115259,,3412231,3412353,121,,3476547,4079262,602685,,27382527,28707403,1324868,5257439616,5511824064,300533,0,0,0,
3443136,3674167,231031,,3296318,3296318,0,,3465312,3615038,149729,,3480261,3601229,120998,,3433940,3536704,102764,,3374351,3492714,118354,,3413668,3413872,205,,3475966,4083819,607851,,27382952,28713861,1330932,5257523712,5513063040,294855,0,0,0,
3440899,3668850,227951,,3298581,3298610,0,,3463833,3617528,153691,,3480188,3602069,121881,,3435922,3537412,101486,,3375752,3492198,116426,,3414341,3414455,108,,3476031,4081864,605865,,27385547,28712986,1327408,5258024832,5512892928,296076,0,0,0,
3442531,3674130,231599,,3299303,3299306,0,,3466255,3618865,152642,,3480680,3600243,119560,,3436088,3539066,102971,,3370946,3485549,114632,,3411964,3412125,163,,3476486,4081212,604694,,27384253,28710496,1326261,5257777728,5512408704,300200,0,0,0,
3441016,3670740,229724,,3297284,3297252,0,,3464063,3614269,150177,,3481248,3602698,121431,,3434581,3537685,103110,,3373971,3482599,108599,,3414190,3414449,255,,3475947,4079581,603634,,27382300,28699273,1316930,5257409088,5510261568,308116,0,0,0,
3440862,3668913,228051,,3298107,3298121,0,,3464524,3617817,153321,,3481358,3603267,121931,,3434167,3536163,101969,,3374609,3484752,110143,,3413754,3413943,171,,3475886,4075617,599732,,27383267,28698593,1315318,5257586496,5510133312,309612,0,0,0,
3441912,3675838,233926,,3298432,3298426,0,,3466856,3618574,151689,,3480003,3597975,117940,,3436803,3538806,102003,,3369980,3478004,108056,,3411632,3411785,177,,3475690,4082964,607273,,27381308,28702372,1321064,5257214016,5510863872,307392,0,0,0,
3442671,3671078,228407,,3298752,3298744,0,,3464214,3614608,150423,,3480963,3602003,121041,,3436379,3539303,102924,,3374374,3490814,116435,,3414181,3414421,210,,3476516,4080076,603560,,27388050,28711047,1323000,5258492736,5512515072,298087,0,0,0,
3439978,3667840,227862,,3297902,3297907,0,,3465612,3618836,153218,,3481232,3602530,121325,,3433951,3535145,101194,,3374413,3489022,114583,,3414361,3414497,150,,3475988,4084414,608426,,27383437,28710191,1326758,5257624704,5512351872,297772,0,0,0,
3443259,3676558,233299,,3297759,3297758,0,,3466023,3617174,151126,,3478942,3597859,118918,,3435088,3538179,103091,,3371469,3471088,99649,,3411927,3412132,209,,3474957,4077725,602769,,27379424,28688473,1309061,5256865344,5508197568,321002,0,0,0,
3442621,3669474,226853,,3298725,3298753,0,,3463296,3615254,151959,,3481839,3604057,122217,,3436527,3540177,103681,,3375890,3486258,110363,,3413524,3413704,189,,3475206,4079119,603912,,27387628,28706796,1319174,5258422272,5511703296,303310,0,0,0,
3439992,3669961,229969,,3299042,3299011,0,,3466022,3619647,153648,,3481041,3601471,120434,,3433884,3534717,100825,,3373730,3488194,114451,,3413958,3414217,247,,3475128,4082407,607308,,27382797,28709625,1326882,5257486080,5512245888,299255,0,0,0,
3443619,3676025,232406,,3297011,3297039,0,,3465869,3615732,149839,,3479320,3597951,118629,,3435750,3537860,102118,,3373276,3490935,117676,,3411746,3412371,610,,3476917,4081262,604318,,27383508,28709175,1325596,5257631424,5512150656,299346,0,0,0,
3441991,3670075,228084,,3297763,3297739,0,,3464332,3616153,151842,,3481449,3603085,121638,,3437369,3540086,102718,,3375559,3494804,119242,,3414076,3414250,186,,3476707,4081633,604925,,27389246,28717825,1328635,5258732544,5513824896,291968,0,0,0,
3440412,3670753,230341,,3300107,3300115,0,,3466345,3619363,153028,,3481040,3602833,121761,,3433039,3535269,102230,,3372432,3476944,104485,,3412732,3412925,191,,3475747,4080682,604934,,27381854,28698884,1316970,5257330752,5510190912,309123,0,0,0,
3443604,3676543,232939,,3297394,3297401,0,,3464313,3614937,150594,,3479471,3599076,119607,,3434940,3538100,103156,,3373351,3491222,117903,,3412809,3412946,139,,3476624,4082630,606038,,27382506,28712855,1330376,5257432128,5512863936,297407,0,0,0,
3440784,3668003,227219,,3297224,3297204,0,,3463204,3617169,153986,,3481417,3603248,121861,,3437096,3538956,101834,,3375476,3495712,120217,,3414930,3415093,175,,3476268,4081560,605292,,27386399,28716945,1330584,5258189184,5513656896,292971,0,0,0,
3440707,3671842,231135,,3300250,3300251,0,,3466623,3619206,152565,,3481019,3601673,120622,,3435007,3537634,102647,,3369598,3463566,93987,,3411890,3412160,278,,3475908,4079750,603811,,27381002,28686082,1305045,5257148736,5507729280,322173,0,0,0,
3443347,3673810,230463,,3296308,3296311,0,,3464947,3614589,149638,,3479807,3599582,119804,,3433502,3536514,103018,,3374570,3493935,119355,,3413425,3413623,168,,3476562,4082205,605642,,27382468,28710569,1328088,5257432896,5512423296,299199,0,0,0,
3440894,3667172,226278,,3298111,3298108,0,,3464441,3617956,153515,,3481339,3603138,121801,,3437353,3538395,101014,,3374709,3484045,109314,,3414174,3414279,135,,3476686,4080806,604120,,27387707,28703899,1316177,5258435136,5511150528,304549,0,0,0,
3442173,3674832,232659,,3300082,3300081,0,,3466664,3618539,151878,,3480958,3600304,119315,,3435019,3538356,103368,,3370764,3481941,111203,,3412470,3412551,81,,3475856,4077825,602001,,27383986,28704429,1320505,5257731840,5511257280,304822,0,0,0,
3442653,3672797,230144,,3296253,3296255,0,,3464388,3614939,150579,,3479371,3602251,122892,,3432392,3536718,104327,,3373390,3476822,103438,,3413568,3413830,244,,3475125,4078903,603746,,27377140,28692515,1315370,5256415680,5508964224,315833,0,0,0,
3441703,3667389,225686,,3298385,3298395,0,,3464952,3617591,152608,,3480904,3602224,121325,,3436169,3537441,101272,,3375708,3484110,108372,,3414281,3414512,232,,3477537,4074670,597165,,27389639,28696332,1306660,5258808576,5509696704,313101,0,0,0,
