Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
1094488,1094488,0,,1054068,1054043,0,,1072837,1072837,0,,3221393,3221368,0,824670208,824669184,0,0,0,0,
1093798,1093798,0,,1054404,1054428,0,,1073125,1073142,0,,3221327,3221368,0,824659712,824670208,0,0,0,0,
1095348,1095348,0,,1053034,1053010,0,,1073056,1073039,0,,3221438,3221397,0,824688128,824677632,0,0,0,0,
1094934,1094934,0,,1053361,1053361,0,,1073055,1073087,0,,3221350,3221382,0,824665600,824673792,0,0,0,0,
1092508,1092508,0,,1056493,1056519,0,,1072350,1072325,0,,3221351,3221352,0,824672512,824675072,0,0,0,0,
1092095,1092095,0,,1055970,1055972,0,,1073288,1073301,0,,3221353,3221368,0,824659712,824661248,0,0,0,0,
573921,573921,0,,559446,559418,0,,565235,565215,0,,1698602,1698554,0,434842112,434829824,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
