Lcore 0,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
6288400,6288400,0,,6288400,6288400,0,1119335200,1207365888,602724,0,0,0,
6285811,6285811,0,,6285811,6285811,0,1118874358,1206885120,605307,0,0,0,
6288521,6288521,0,,6288521,6288521,0,1119356738,1207387392,602473,0,0,0,
6288288,6288288,0,,6288288,6288288,0,1119315264,1207352832,602831,0,0,0,
6288200,6288200,0,,6288200,6288200,0,1119299600,1207338240,602827,0,0,0,
6289980,6289980,0,,6289980,6289980,0,1119616440,1207676160,601137,0,0,0,
6292956,6292956,0,,6292956,6292956,0,1120146168,1208245056,598105,0,0,0,
6289408,6289408,0,,6289408,6289408,0,1119514624,1207563456,601682,0,0,0,
6289928,6289928,0,,6289928,6289928,0,1119607184,1207665408,601098,0,0,0,
6293788,6293788,0,,6293788,6293788,0,1120294264,1208413440,597204,0,0,0,
6286568,6286568,0,,6286568,6286568,0,1119009104,1207014912,604586,0,0,0,
6291768,6291768,0,,6291768,6291768,0,1119934704,1208020992,599358,0,0,0,
6292020,6292020,0,,6292020,6292020,0,1119979560,1208075520,598938,0,0,0,
6290712,6290712,0,,6290712,6290712,0,1119746736,1207807488,600407,0,0,0,
6291068,6291068,0,,6291068,6291068,0,1119810104,1207893120,600058,0,0,0,
6292736,6292736,0,,6292736,6292736,0,1120107008,1208197248,598319,0,0,0,
6289976,6289976,0,,6289976,6289976,0,1119615728,1207676160,601144,0,0,0,
6289046,6289046,0,,6289046,6289046,0,1119450188,1207496448,601918,0,0,0,
6289582,6289582,0,,6289582,6289582,0,1119545596,1207599360,601602,0,0,0,
6291296,6291296,0,,6291296,6291296,0,1119850688,1207934976,599666,0,0,0,
6288667,6288667,0,,6288667,6288667,0,1119382726,1207417920,602512,0,0,0,
6290997,6290997,0,,6290997,6290997,0,1119797466,1207878336,599970,0,0,0,
6293708,6293708,0,,6293708,6293708,0,1120280024,1208386176,597447,0,0,0,
6292580,6292580,0,,6292580,6292580,0,1120079240,1208183808,598411,0,0,0,
6291292,6291292,0,,6291292,6291292,0,1119849976,1207918464,599862,0,0,0,
6288780,6288780,0,,6288780,6288780,0,1119402840,1207445760,602214,0,0,0,
6291424,6291424,0,,6291424,6291424,0,1119873472,1207957248,599696,0,0,0,
6288716,6288716,0,,6288716,6288716,0,1119391448,1207435776,602406,0,0,0,
6284551,6284551,0,,6284551,6284551,0,1118650078,1206627648,606475,0,0,0,
6290555,6290555,0,,6290555,6290555,0,1119718790,1207792704,600501,0,0,0,
6284494,6284494,0,,6284494,6284494,0,1118639932,1206616704,606536,0,0,0,
6287836,6287836,0,,6287836,6287836,0,1119234808,1207270656,603314,0,0,0,
6290316,6290316,0,,6290316,6290316,0,1119676248,1207735296,600678,0,0,0,
6289688,6289688,0,,6289688,6289688,0,1119564464,1207619328,601496,0,0,0,
6287024,6287024,0,,6287024,6287024,0,1119090272,1207108992,603938,0,0,0,
6284960,6284960,0,,6284960,6284960,0,1118722880,1206718080,606131,0,0,0,
6290900,6290900,0,,6290900,6290900,0,1119780200,1207854144,600125,0,0,0,
6290768,6290768,0,,6290768,6290768,0,1119756704,1207819968,600384,0,0,0,
6289156,6289156,0,,6289156,6289156,0,1119469768,1207517952,601872,0,0,0,
6293564,6293564,0,,6293564,6293564,0,1120254392,1208367936,597524,0,0,0,
6292776,6292776,0,,6292776,6292776,0,1120114128,1208215488,598248,0,0,0,
6288444,6288444,0,,6288444,6288444,0,1119343032,1207375104,602678,0,0,0,
6289420,6289420,0,,6289420,6289420,0,1119516760,1207568640,601574,0,0,0,
6294280,6294280,0,,6294280,6294280,0,1120381840,1208505600,596872,0,0,0,
6291172,6291172,0,,6291172,6291172,0,1119828616,1207901184,599854,0,0,0,
6290724,6290724,0,,6290724,6290724,0,1119748872,1207825152,600366,0,0,0,
6288292,6288292,0,,6288292,6288292,0,1119315976,1207352832,602734,0,0,0,
6288168,6288168,0,,6288168,6288168,0,1119293904,1207321344,602988,0,0,0,
6276136,6276136,0,,6276136,6276136,0,1117152208,1205025792,614950,0,0,0,
6276968,6276968,0,,6276968,6276968,0,1117300304,1205180928,614059,0,0,0,
6283764,6283764,0,,6283764,6283764,0,1118509992,1206481920,607387,0,0,0,
6292892,6292892,0,,6292892,6292892,0,1120134776,1208233728,598070,0,0,0,
6292714,6292714,0,,6292714,6292714,0,1120103092,1208196864,598440,0,0,0,
6292278,6292278,0,,6292278,6292278,0,1120025484,1208113152,598656,0,0,0,
6293040,6293040,0,,6293040,6293040,0,1120161120,1208265216,598076,0,0,0,
6278956,6278956,0,,6278956,6278956,0,1117654168,1205564928,612102,0,0,0,
6289792,6289792,0,,6289792,6289792,0,1119582976,1207639296,601330,0,0,0,
2067504,2067504,0,,2067504,2067504,0,368015712,396954624,197330,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
