Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Lcore 3,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
1433895,1433895,0,,3941402,3941401,0,,14667627,14667628,0,,2863870,2863869,0,,22906794,22906793,0,4398097536,4398104640,3348634,0,0,0,
1433670,1433670,0,,3940630,3940641,0,,14669874,14669874,0,,2863734,2863734,0,,22907908,22907919,0,4398319872,4398316992,3346766,0,0,0,
1433923,1433923,0,,3941440,3941429,0,,14666036,14666036,0,,2863898,2863898,0,,22905297,22905286,0,4397821440,4397825664,3350471,0,0,0,
1433646,1433646,0,,3940614,3940614,0,,14670319,14670319,0,,2863728,2863728,0,,22908307,22908307,0,4398388416,4398385152,3346373,0,0,0,
1433802,1433802,0,,3941173,3941177,0,,14663923,14663923,0,,2863748,2863748,0,,22902646,22902650,0,4397315136,4397309760,3351450,0,0,0,
1433728,1433728,0,,3940680,3940676,0,,14669716,14669684,0,,2863674,2863674,0,,22907798,22907762,0,4398290112,4398294144,3346449,0,0,0,
1433908,1433908,0,,3941413,3941442,0,,14662532,14662564,0,,2863979,2863979,0,,22901832,22901893,0,4397163648,4397163456,3354485,0,0,0,
1433684,1433684,0,,3940791,3940762,0,,14661544,14661512,0,,2863760,2863761,0,,22899779,22899719,0,4396746240,4396751424,3355503,0,0,0,
1433898,1433898,0,,3941396,3941396,0,,14661841,14661872,0,,2863866,2863865,0,,22901001,22901031,0,4396999104,4396994112,3354302,0,0,0,
1433664,1433664,0,,3940633,3940633,0,,14663470,14663470,0,,2863723,2863725,0,,22901490,22901492,0,4397084928,4397083776,3353145,0,0,0,
1433921,1433921,0,,3941419,3941419,0,,14657433,14657434,0,,2863889,2863890,0,,22896662,22896664,0,4396161600,4396162944,3358942,0,0,0,
1433656,1433656,0,,3940658,3940658,0,,14662889,14662887,0,,2863888,2863885,0,,22901091,22901086,0,4397006400,4397021568,3354176,0,0,0,
1433922,1433922,0,,3941407,3941407,0,,14663018,14663017,0,,2863733,2863733,0,,22902080,22902079,0,4397199168,4397184000,3353129,0,0,0,
1433622,1433622,0,,3940569,3940569,0,,14665808,14665811,0,,2863662,2863662,0,,22903661,22903664,0,4397503872,4397509056,3350231,0,0,0,
1433914,1433914,0,,3941402,3941402,0,,14665163,14665162,0,,2863885,2863885,0,,22904364,22904363,0,4397637504,4397631744,3351167,0,0,0,
1433634,1433634,0,,3940544,3940576,0,,14667429,14667430,0,,2863653,2863685,0,,22905260,22905325,0,4397822208,4397819520,3348790,0,0,0,
1433895,1433895,0,,3941348,3941323,0,,14660841,14660840,0,,2863896,2863864,0,,22899980,22899922,0,4396785216,4396784448,3355436,0,0,0,
1433668,1433668,0,,3940717,3940711,0,,14671053,14671022,0,,2863730,2863730,0,,22909168,22909131,0,4398552960,4398557376,3345568,0,0,0,
1006786,1006786,0,,2767333,2767332,0,,10304869,10304869,0,,2010767,2010767,0,,16089755,16089754,0,3089232768,3089226048,2351976,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
748467,748467,0,,2057175,2057175,0,,8250486,8250516,0,,1494775,1494775,0,,12550903,12550933,0,2409779712,2409785472,1143141,0,0,0,
1331342,1331342,0,,3659555,3659585,0,,14678412,14678414,0,,2659321,2659324,0,,22328630,22328665,0,4287097344,4287103488,2052230,0,0,0,
1331317,1331317,0,,3659324,3659306,0,,14674892,14674891,0,,2659200,2659197,0,,22324733,22324711,0,4286350848,4286338944,2055317,0,0,0,
1331495,1331495,0,,3659817,3659808,0,,14681359,14681328,0,,2659499,2659499,0,,22332170,22332130,0,4287768576,4287774720,2049036,0,0,0,
1331455,1331455,0,,3659670,3659667,0,,14678360,14678392,0,,2659376,2659376,0,,22328861,22328890,0,4287146880,4287147072,2051701,0,0,0,
1331444,1331444,0,,3659692,3659692,0,,14679463,14679461,0,,2659407,2659407,0,,22330006,22330004,0,4287360576,4287362688,2050092,0,0,0,
1331455,1331455,0,,3659732,3659732,0,,14680892,14680894,0,,2659107,2659107,0,,22331186,22331188,0,4287588096,4287586176,2050085,0,0,0,
1331474,1331474,0,,3659844,3659844,0,,14682950,14682950,0,,2659515,2659515,0,,22333783,22333783,0,4288087488,4288086720,2047359,0,0,0,
1331476,1331476,0,,3659841,3659858,0,,14681210,14681210,0,,2659499,2659499,0,,22332026,22332043,0,4287751104,4287752640,2049269,0,0,0,
1331331,1331331,0,,3659589,3659602,0,,14673634,14673602,0,,2659301,2659303,0,,22323855,22323838,0,4286177280,4286177664,2056919,0,0,0,
1331310,1331310,0,,3659307,3659277,0,,14674238,14674267,0,,2659208,2659207,0,,22324063,22324061,0,4286219328,4286220096,2056113,0,0,0,
1331508,1331508,0,,3659817,3659817,0,,14681099,14681100,0,,2659498,2659501,0,,22331922,22331926,0,4287724032,4287726144,2049628,0,0,0,
1331458,1331458,0,,3659851,3659851,0,,14673079,14673081,0,,2659554,2659551,0,,22323942,22323941,0,4286202624,4286196672,2057400,0,0,0,
1331528,1331528,0,,3659710,3659710,0,,14680755,14680723,0,,2659353,2659352,0,,22331346,22331313,0,4287613056,4287614016,2049740,0,0,0,
1331490,1331490,0,,3659872,3659900,0,,14677912,14677944,0,,2659507,2659511,0,,22328781,22328845,0,4287138048,4287134784,2052518,0,0,0,
1331431,1331431,0,,3659696,3659668,0,,14676919,14676919,0,,2659098,2659094,0,,22327144,22327112,0,4286804544,4286810304,2053755,0,0,0,
1331444,1331444,0,,3659817,3659824,0,,14672556,14672556,0,,2659504,2659506,0,,22323321,22323330,0,4286079360,4286077056,2057557,0,0,0,
1331389,1331389,0,,3659624,3659617,0,,14681300,14681300,0,,2659380,2659380,0,,22331693,22331686,0,4287685056,4287685056,2048530,0,0,0,
1331292,1331292,0,,3659403,3659403,0,,14679470,14679470,0,,2659089,2659110,0,,22329254,22329275,0,4287218304,4287223104,2051240,0,0,0,
1331447,1331447,0,,3659634,3659634,0,,14676308,14676276,0,,2659492,2659478,0,,22326881,22326835,0,4286756736,4286762304,2054316,0,0,0,
1331401,1331401,0,,3659492,3659493,0,,14684884,14684916,0,,2659387,2659410,0,,22335164,22335220,0,4288352832,4288350144,2044140,0,0,0,
1331534,1331534,0,,3659884,3659883,0,,14684248,14684248,0,,2659388,2659356,0,,22335054,22335021,0,4288330176,4288326912,2046417,0,0,0,
1331463,1331463,0,,3659847,3659847,0,,14671392,14671392,0,,2659528,2659528,0,,22322230,22322230,0,4285862016,4285864896,2059110,0,0,0,
1331449,1331449,0,,3659629,3659633,0,,14675255,14675252,0,,2659103,2659103,0,,22325436,22325437,0,4286491200,4286491200,2055174,0,0,0,
126692,126692,0,,348329,348325,0,,1405773,1405744,0,,253087,253087,0,,2133881,2133848,0,409697664,409684608,193988,0,0,0,
212181,212181,0,,583006,583008,0,,2421088,2421120,0,,423768,423769,0,,3640043,3640078,0,698888832,698904192,235009,0,0,0,
1279181,1279181,0,,3516162,3516160,0,,14684328,14684328,0,,2555042,2555041,0,,22034713,22034710,0,4230671232,4230657408,1390355,0,0,0,
1279266,1279266,0,,3516431,3516431,0,,14692576,14692576,0,,2555057,2555057,0,,22043330,22043330,0,4232318592,4232333952,1382222,0,0,0,
1279406,1279406,0,,3516498,3516498,0,,14692220,14692220,0,,2555344,2555344,0,,22043468,22043468,0,4232345856,4232329920,1382320,0,0,0,
1279213,1279213,0,,3516092,3516092,0,,14688660,14688628,0,,2554970,2554970,0,,22038935,22038903,0,4231469376,4231481472,1386262,0,0,0,
1279261,1279261,0,,3516243,3516246,0,,14692883,14692915,0,,2555396,2555396,0,,22043783,22043818,0,4232413056,4232400000,1381984,0,0,0,
1279190,1279190,0,,3516267,3516264,0,,14688289,14688289,0,,2555101,2555101,0,,22038847,22038844,0,4231458240,4231463616,1386729,0,0,0,
1279304,1279304,0,,3516498,3516502,0,,14693763,14693763,0,,2555118,2555148,0,,22044683,22044717,0,4232585472,4232592576,1381445,0,0,0,
1279406,1279406,0,,3516559,3516555,0,,14683549,14683549,0,,2555375,2555345,0,,22034889,22034855,0,4230692160,4230690048,1391374,0,0,0,
1279186,1279186,0,,3516017,3516022,0,,14686197,14686197,0,,2554924,2554924,0,,22036324,22036329,0,4230975168,4230972096,1388463,0,0,0,
1279258,1279258,0,,3516216,3516211,0,,14684051,14684051,0,,2555379,2555379,0,,22034904,22034899,0,4230700800,4230699456,1390653,0,0,0,
1279079,1279079,0,,3516030,3516033,0,,14688225,14688225,0,,2555000,2555000,0,,22038334,22038337,0,4231354752,4231357056,1385239,0,0,0,
1279223,1279223,0,,3516172,3516169,0,,14694552,14694552,0,,2554963,2554967,0,,22044910,22044911,0,4232628672,4232630016,1380545,0,0,0,
1279386,1279386,0,,3516611,3516624,0,,14684643,14684641,0,,2555336,2555332,0,,22035976,22035983,0,4230908736,4230904896,1389668,0,0,0,
